entry,at,order
"""Duncan @ ZNWCYkgSaC"" checks",2023-03-25T02:25:17.877Z,167971111787700
"Flop:  [10♠, 10♣, 3♦]",2023-03-25T02:25:14.753Z,167971111475300
"""jesse @ U0pi2C59gl"" calls 4.00",2023-03-25T02:25:13.878Z,167971111387800
"""Duncan @ ZNWCYkgSaC"" raises to 4.00",2023-03-25T02:25:11.495Z,167971111149500
"""Robert @ w37CveWf41"" folds",2023-03-25T02:25:06.756Z,167971110675600
"""Spero @ 7PSVHF7rE9"" folds",2023-03-25T02:25:04.895Z,167971110489500
"""jesse @ U0pi2C59gl"" calls 1.00",2023-03-25T02:25:01.875Z,167971110187500
"""Duncan @ ZNWCYkgSaC"" posts a straddle of 1.00",2023-03-25T02:24:59.501Z,167971109950109
"""Robert @ w37CveWf41"" posts a big blind of 0.50",2023-03-25T02:24:59.501Z,167971109950108
"""Spero @ 7PSVHF7rE9"" posts a small blind of 0.25",2023-03-25T02:24:59.501Z,167971109950107
"Your hand is 8♣, 3♠",2023-03-25T02:24:59.501Z,167971109950106
"Player stacks: #1 ""Duncan @ ZNWCYkgSaC"" (355.05) | #4 ""jesse @ U0pi2C59gl"" (447.92) | #5 ""Spero @ 7PSVHF7rE9"" (210.15) | #8 ""Robert @ w37CveWf41"" (226.42)",2023-03-25T02:24:59.501Z,167971109950102
